Timestamp,Transaction Type,Asset,Quantity Transacted,EUR Spot Price at Transaction,EUR Subtotal,EUR Total (inclusive of fees),EUR Fees,Notes
2020-03-30T08:51:48Z,Buy,BTC,0.03364022,5717.26,192.33,200.00,7.67,"Bought 0,03364022 BTC for € 200,00 EUR"
